Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
135.0,-0.542,0.908,0.942,0.994,0.845,0.36,0.762,-0.222,0.18,0.408,-2.062,-0.72,-0.367,-0.287,0.181,-0.593,-0.251,0.23,1.634,0.146,-0.203,-0.123,-0.438,-0.996,0.094,-0.216,0.015,-0.038,23.57,0
136.0,-0.568,1.195,0.695,-0.626,1.171,0.374,1.013,-0.272,0.056,0.682,0.267,0.178,0.854,-1.009,0.353,0.855,-1.131,0.764,0.796,0.599,-0.49,-0.839,-0.286,-1.441,0.115,0.113,0.137,-0.25,13.99,0
137.0,0.753,-1.132,0.879,0.298,-1.327,0.067,-0.535,0.171,1.185,-0.51,-0.559,0.122,-0.719,-0.211,0.664,-0.064,0.256,-0.696,-0.19,0.296,0.032,-0.213,-0.092,0.152,-0.068,0.999,-0.064,0.049,226.07,0
138.0,-0.987,0.055,0.892,1.239,1.154,-0.443,1.159,-0.235,-0.748,0.2,-0.377,-0.087,0.217,0.314,1.296,-0.819,0.06,-0.69,0.684,0.744,-0.156,-0.591,0.433,-0.338,-0.272,-0.551,0.172,0.013,148.81,0
139.0,0.951,-0.658,1.702,1.81,-1.36,0.954,-1.135,0.529,1.914,-0.413,-1.489,0.106,-1.65,-0.766,-1.183,-0.739,0.677,-0.484,-0.188,-0.193,-0.028,0.284,-0.092,0.092,0.418,-0.196,0.107,0.041,58.0,0
140.0,1.175,0.168,0.51,0.452,-0.216,-0.192,-0.105,0.069,-0.25,0.053,1.738,1.253,0.419,0.423,0.561,0.197,-0.408,-0.521,-0.188,-0.102,-0.176,-0.501,0.151,0.018,0.122,0.106,-0.015,0.006,1.29,0
140.0,-4.637,-5.932,-0.227,-2.737,7.673,-0.996,-3.391,1.236,1.129,-1.462,-0.326,0.597,-0.027,0.507,0.819,0.195,-1.173,0.597,-0.503,1.522,0.656,-0.047,0.87,1.021,0.706,-0.207,-0.168,0.218,65.0,0
140.0,-3.223,-1.933,2.923,0.144,0.948,-1.076,0.811,-1.171,1.364,0.676,-0.034,-0.308,-0.035,-1.655,0.505,0.265,-1.002,-0.218,-0.394,-1.787,-0.658,0.984,1.305,0.804,0.686,0.455,-0.373,-1.325,11.0,0
140.0,0.694,-1.134,0.783,-0.593,-1.422,-0.488,-0.272,-0.029,1.353,-1.067,1.649,2.152,1.105,-0.138,0.47,-0.315,-0.391,0.549,0.662,0.479,0.239,0.381,-0.271,0.595,0.392,-0.734,0.051,0.075,257.3,0
140.0,1.008,-1.289,0.667,-0.741,-1.291,0.302,-1.027,0.221,-0.607,0.67,1.254,-0.138,-0.034,-0.143,0.746,1.515,-0.012,-0.628,0.23,0.379,0.531,1.114,-0.26,-0.253,0.299,-0.033,0.018,0.036,169.0,0
141.0,1.18,0.334,0.395,1.191,-0.092,-0.388,0.104,-0.099,-0.116,-0.0,-0.087,0.598,0.668,0.229,1.119,-0.173,-0.231,-0.597,-0.839,-0.12,0.109,0.417,-0.092,0.109,0.621,-0.254,0.038,0.021,9.9,0
142.0,1.211,0.008,0.951,1.138,-0.495,0.301,-0.518,0.095,0.818,-0.226,-1.393,0.667,1.049,-0.583,0.145,0.282,-0.603,0.105,0.099,-0.05,-0.107,-0.057,-0.119,-0.421,0.556,-0.36,0.077,0.032,9.99,0
142.0,1.288,0.086,-1.179,0.064,2.195,3.383,-0.448,0.799,-0.147,0.126,-0.191,-0.0,0.003,0.467,1.124,0.476,-0.973,0.374,-0.103,-0.016,0.017,-0.051,-0.145,1.008,0.833,-0.265,0.021,0.015,4.9,0
143.0,-2.143,2.108,0.213,1.282,-0.733,0.024,-0.073,0.924,-0.357,0.141,-0.711,1.157,1.177,0.3,0.069,-1.032,0.918,-0.791,0.701,-0.113,0.045,0.345,0.013,0.117,0.012,-0.289,-0.474,-0.184,39.95,0
144.0,-1.033,0.681,1.403,-0.53,0.87,1.903,0.033,-0.238,0.845,-0.989,-1.306,1.048,-0.075,-0.9,-3.618,0.087,-0.723,-0.34,-0.489,-0.52,0.412,-0.941,-0.158,-1.735,-0.026,-0.815,0.095,0.127,15.36,0
145.0,1.123,0.223,0.482,1.131,-0.215,-0.201,-0.057,0.087,-0.251,0.195,1.637,0.866,-0.37,0.62,0.504,0.008,-0.356,-0.055,-0.62,-0.175,0.163,0.492,-0.068,0.233,0.533,-0.281,0.028,0.011,9.9,0
145.0,-2.42,1.948,0.554,0.983,-0.282,2.409,-1.402,-0.188,0.676,0.158,-1.225,1.315,0.304,-0.29,-2.015,-0.773,0.697,0.018,2.177,-0.276,1.214,-1.239,0.007,-1.724,0.24,-0.314,-0.188,0.12,6.0,0
145.0,-2.42,1.948,0.554,0.983,-0.282,2.409,-1.402,-0.188,0.676,0.158,-1.225,1.315,0.304,-0.29,-2.015,-0.773,0.697,0.018,2.177,-0.276,1.214,-1.239,0.007,-1.724,0.24,-0.314,-0.188,0.12,6.0,0
145.0,-2.419,1.949,0.553,0.983,-0.285,2.411,-1.399,-0.189,0.676,0.158,-1.225,1.314,0.304,-0.29,-2.015,-0.773,0.697,0.018,2.177,-0.277,1.213,-1.238,0.007,-1.724,0.24,-0.314,-0.187,0.119,6.74,0
145.0,-2.419,1.949,0.553,0.983,-0.285,2.411,-1.399,-0.189,0.676,0.158,-1.225,1.314,0.304,-0.29,-2.015,-0.773,0.697,0.018,2.177,-0.277,1.213,-1.238,0.007,-1.724,0.24,-0.314,-0.187,0.119,6.74,0
147.0,0.913,-0.653,0.298,0.21,-0.197,0.971,-0.449,0.282,0.262,-0.061,0.423,0.693,0.665,0.094,1.039,0.965,-1.051,0.487,0.015,0.299,0.089,-0.077,-0.238,-1.301,0.18,0.47,-0.025,0.028,170.43,0
147.0,-2.688,4.39,-2.36,0.361,1.31,-1.645,2.328,-1.728,4.325,6.286,2.466,-0.727,0.026,-6.577,1.766,-0.652,2.201,0.378,-1.45,3.169,-1.046,-0.157,0.08,-0.013,0.207,-0.537,0.95,-0.624,0.89,0
150.0,-0.4,1.052,1.391,0.093,-0.008,-0.718,0.588,0.086,-0.311,-0.533,0.177,-0.273,-0.686,-0.237,1.201,0.029,0.447,-0.606,-0.567,0.018,-0.225,-0.574,0.057,0.329,-0.303,0.084,0.259,0.096,0.89,0
152.0,0.095,-2.558,-1.134,-0.436,0.728,4.09,-0.429,0.897,1.004,-0.674,-0.561,0.42,0.022,-0.274,-0.037,0.287,-0.336,-0.068,0.644,1.28,0.08,-1.039,-0.49,1.108,0.073,0.893,-0.146,0.113,614.87,0
153.0,-0.649,0.741,1.8,0.141,0.051,-0.257,0.92,-0.422,0.591,0.301,-0.173,-0.103,-0.774,-0.59,-0.036,-0.936,0.24,-1.126,-0.131,0.063,-0.229,-0.161,-0.113,0.421,-0.14,0.163,-0.469,-0.351,22.99,0
153.0,-0.904,-0.233,2.581,-0.991,-0.398,0.282,0.239,0.249,0.651,-0.882,0.94,0.398,-1.495,-0.428,-1.308,-0.096,-0.08,-0.432,-0.337,0.05,-0.075,-0.098,0.059,0.245,-0.316,0.754,-0.166,-0.138,71.26,0
154.0,1.191,-0.608,0.069,-0.494,-0.945,-1.391,0.048,-0.468,-1.249,0.571,0.277,0.206,1.408,-0.201,0.359,0.718,0.406,-1.786,0.439,0.374,0.262,0.489,-0.187,0.798,0.631,-0.184,-0.029,0.034,127.69,0
154.0,1.316,0.413,-0.019,0.488,0.132,-0.574,0.147,-0.216,-0.08,-0.314,-0.624,0.558,1.498,-0.562,1.031,0.67,-0.374,-0.164,0.11,0.018,-0.33,-0.891,0.011,-0.478,0.366,0.143,-0.017,0.025,1.98,0
155.0,-0.546,0.878,1.523,-0.243,0.324,0.372,0.447,0.37,-0.631,-0.229,1.714,0.694,-0.316,0.441,0.678,-0.185,-0.068,-0.735,-0.42,0.036,-0.121,-0.269,0.036,-0.313,-0.378,0.114,0.292,0.104,6.45,0
155.0,1.172,0.311,0.314,0.519,-0.058,-0.259,-0.044,0.04,-0.344,-0.18,1.979,1.407,0.872,-0.212,0.563,0.348,-0.022,-0.344,-0.271,-0.054,-0.2,-0.542,0.137,-0.002,0.139,0.104,-0.005,0.019,1.29,0
156.0,0.714,-0.494,1.269,3.011,-0.801,0.929,-0.429,0.285,0.407,0.249,-1.104,0.517,0.07,-0.69,-1.232,-0.247,0.277,-0.743,-0.985,0.167,0.162,0.454,-0.264,0.144,0.483,0.222,0.032,0.056,184.31,0
156.0,-3.495,-2.894,1.638,-0.275,-0.389,-0.703,0.444,0.154,0.696,-0.568,1.042,0.841,-0.239,-0.416,-0.861,0.664,-0.593,0.237,-0.272,0.67,0.017,-0.064,0.676,0.596,0.114,0.835,0.31,0.632,500.0,0
156.0,1.325,-1.139,1.276,-0.208,-1.642,0.697,-1.503,0.298,0.872,0.252,-2.332,0.048,-0.034,-1.266,-1.605,-1.744,0.483,0.998,0.222,-0.498,-0.606,-0.803,-0.027,-0.397,0.246,1.127,0.023,0.012,10.0,0
158.0,-0.601,0.922,-0.136,-1.26,2.44,3.33,0.087,0.95,-0.328,0.062,-0.157,-0.233,-0.053,0.221,1.057,0.506,-0.9,0.082,0.358,0.348,-0.311,-0.927,-0.045,0.98,0.016,0.091,0.371,0.18,1.79,0
158.0,-0.16,-0.612,2.081,-1.048,-1.083,0.254,-0.783,0.264,0.405,-0.232,-2.093,0.465,0.65,-1.514,-2.535,-1.787,0.291,0.852,-0.565,-0.51,-0.365,-0.128,0.163,0.104,-1.287,0.748,0.242,0.237,10.0,0
160.0,1.171,0.475,0.012,1.264,0.116,-0.866,0.554,-0.276,-0.471,0.029,0.252,0.741,0.589,0.48,0.799,-0.592,0.033,-1.012,-0.799,-0.119,0.07,0.279,-0.097,0.426,0.745,-0.275,0.008,0.015,20.0,0
160.0,-1.551,-1.053,0.763,1.335,-2.586,1.942,1.647,0.641,-0.65,-0.894,0.988,0.882,1.058,0.212,1.151,0.722,-0.58,1.213,-0.249,1.433,0.868,1.254,1.572,-0.356,-0.211,-0.23,-0.205,0.039,700.0,0
162.0,1.04,-0.534,1.865,1.145,-1.488,0.59,-1.12,0.383,1.419,-0.343,0.617,1.927,0.448,-1.074,-2.336,-0.375,0.185,-0.049,0.604,-0.054,-0.015,0.431,-0.071,0.638,0.367,0.451,0.054,0.023,22.0,0
164.0,1.212,0.246,0.309,0.585,-0.382,-0.765,-0.068,-0.013,-0.111,-0.091,1.499,0.514,-0.627,0.062,0.478,0.712,-0.213,0.292,0.097,-0.118,-0.245,-0.781,0.125,0.268,0.16,0.08,-0.032,0.019,2.28,0
164.0,-0.433,1.021,2.02,3.003,0.031,0.187,0.851,-0.144,-0.918,0.886,-0.812,-0.338,-0.065,-0.275,0.055,-0.646,0.314,-0.296,1.178,0.471,-0.177,-0.18,0.008,0.383,-0.187,0.1,0.204,-0.018,65.26,0
164.0,0.073,0.551,0.452,0.115,0.823,0.251,0.296,0.139,-0.123,-0.143,-1.653,-0.908,-0.653,0.409,1.491,0.105,-0.403,-0.113,0.777,-0.044,-0.129,-0.382,0.151,-1.364,-1.389,0.075,0.232,0.23,0.99,0
167.0,1.322,0.658,-0.793,0.43,0.418,-0.928,0.181,-0.237,0.02,-1.122,-0.149,0.083,1.194,-2.381,1.241,1.164,1.097,0.789,-0.109,0.07,-0.249,-0.599,-0.138,-0.588,0.499,0.589,-0.014,0.056,1.0,0
167.0,-0.827,1.249,1.024,0.618,0.191,-0.209,0.965,-0.139,-0.626,0.427,1.029,0.424,-0.242,0.425,0.369,-0.013,-0.585,0.158,1.15,-0.091,-0.355,-0.948,0.135,-0.074,-0.732,-0.944,-0.649,-0.369,44.2,0
167.0,-1.329,1.956,1.118,2.318,1.583,0.39,-1.287,-1.324,-1.05,2.033,0.37,0.733,1.208,0.185,0.55,0.434,-0.598,0.534,1.415,0.205,1.287,-1.262,-1.733,-0.792,-0.775,-0.048,0.783,0.404,5.42,0
168.0,1.275,-0.779,1.162,-0.18,-1.533,-0.102,-1.186,0.077,-0.265,0.679,-1.083,-0.303,0.656,-0.399,1.496,-0.503,-0.605,1.913,-1.17,-0.384,-0.154,0.004,-0.04,-0.103,0.13,0.606,0.032,0.037,42.9,0
169.0,-4.067,-5.081,-0.117,-1.313,2.689,2.756,-1.999,1.726,-0.414,-0.769,-1.266,-0.307,0.096,-0.581,-1.597,1.214,0.298,-0.604,0.534,1.877,0.795,0.295,0.43,1.059,0.606,-0.183,-0.058,-0.532,355.51,0
171.0,-0.366,1.007,1.108,-0.429,0.591,0.105,0.603,0.132,-0.636,-0.152,0.325,0.47,0.557,0.187,0.188,0.716,-1.091,0.473,0.741,0.166,-0.25,-0.663,-0.189,-0.846,-0.056,0.125,0.264,0.1,0.89,0
171.0,-0.958,0.248,3.773,3.311,-1.305,1.668,-0.672,0.454,0.555,0.785,0.019,-0.384,-2.207,-0.95,-1.53,-0.478,0.563,0.919,1.557,-0.065,0.107,0.867,-0.432,0.581,-0.016,0.462,-0.179,-0.172,71.69,0
172.0,-1.429,1.794,0.546,-0.399,0.674,0.746,-0.358,-4.045,0.232,-0.081,-1.281,-0.487,-1.011,0.297,0.515,0.229,-0.517,-0.118,-1.234,-1.013,3.845,-1.094,0.257,-0.87,0.252,-0.453,0.055,-0.153,2.29,0
172.0,1.265,0.168,-0.275,0.221,0.459,0.469,-0.173,0.209,-0.029,-0.134,0.535,0.179,-0.376,0.003,0.823,0.806,-0.421,0.273,0.241,-0.106,-0.305,-0.909,-0.009,-1.377,0.267,0.192,-0.017,0.002,1.29,0
179.0,-0.431,0.891,1.721,-0.238,0.273,-0.97,1.25,-0.484,-0.871,-0.346,-0.009,0.168,0.715,0.018,1.032,-0.38,-0.043,-0.858,1.167,0.291,-0.413,-1.112,-0.058,0.43,-0.063,0.724,-0.211,-0.161,27.99,0
180.0,-0.783,1.018,1.506,0.921,0.759,0.392,1.358,-0.666,1.071,1.703,-0.812,-0.914,-1.234,-0.857,0.551,-1.402,0.06,-0.548,0.859,0.664,-0.41,0.146,-0.248,-0.452,0.014,-0.282,0.118,-0.508,23.63,0
180.0,1.294,-0.763,0.111,-0.535,-1.134,-0.938,-0.478,-0.042,-0.686,0.801,0.996,-0.961,-2.421,0.477,-0.69,0.774,0.579,-0.945,1.03,-0.022,0.212,0.432,-0.157,0.526,0.639,-0.091,-0.035,-0.003,48.0,0
181.0,-0.724,0.154,1.263,0.965,-0.027,2.285,1.892,-0.141,-0.111,-0.148,0.412,0.06,-0.302,-0.243,1.51,-1.798,0.981,-2.15,-0.885,-0.013,-0.079,0.424,0.206,-0.966,-0.762,-0.437,-0.051,-0.381,318.5,0
181.0,1.137,-0.104,0.905,0.488,-0.679,0.04,-0.581,0.271,0.257,0.068,1.445,0.506,-0.85,0.464,0.963,0.522,-0.463,0.029,-0.387,-0.166,-0.018,-0.093,0.12,-0.001,0.026,0.229,0.0,0.011,6.47,0
183.0,0.727,-0.528,0.05,1.374,-0.124,0.416,0.26,0.085,-0.003,-0.062,0.907,1.228,0.087,0.251,-0.766,-0.412,-0.112,-0.357,-0.025,0.286,0.062,-0.102,-0.308,-0.271,0.604,-0.334,-0.004,0.041,224.97,0
183.0,-0.598,1.264,1.41,1.695,0.392,0.193,1.118,-0.051,-1.717,0.457,0.856,0.594,0.822,0.189,-0.531,0.753,-1.012,0.379,-0.436,-0.015,0.143,0.318,-0.199,0.014,0.151,-0.016,-0.072,0.034,75.83,0
184.0,1.199,0.366,0.428,0.618,-0.343,-0.846,0.042,-0.115,-0.361,-0.137,1.949,1.41,0.895,-0.236,0.292,0.579,-0.227,0.033,0.009,-0.025,-0.213,-0.616,0.132,0.517,0.185,0.062,-0.022,0.024,1.98,0
184.0,-0.143,0.744,1.534,1.062,0.208,-0.839,0.524,-0.295,-0.479,-0.006,-0.121,-0.564,-0.353,-0.337,1.88,-0.324,0.541,0.139,1.593,0.271,-0.205,-0.461,0.047,0.339,-0.779,0.234,-0.024,-0.05,1.98,0
185.0,-0.241,1.089,0.704,-0.266,0.693,-0.179,0.685,0.021,-0.286,-0.509,-1.479,-0.592,0.27,-0.495,1.006,0.795,-0.495,0.33,0.437,0.155,-0.356,-0.954,-0.184,-1.071,0.023,0.159,0.243,0.084,4.65,0
187.0,0.066,0.876,1.094,1.556,-0.072,-0.672,0.57,-0.144,-0.609,0.122,-0.478,-0.349,-0.276,0.47,1.62,-0.638,0.179,0.264,1.333,0.127,0.16,0.498,-0.043,0.398,-0.358,-0.186,0.136,0.099,23.32,0
188.0,1.168,0.32,0.59,1.045,-0.377,-0.677,0.054,-0.088,-0.304,0.147,1.611,1.278,0.483,0.429,0.244,0.284,-0.684,0.193,-0.165,-0.092,0.02,0.067,-0.017,0.532,0.502,-0.471,0.022,0.019,8.09,0
190.0,-1.506,-0.215,1.991,-1.631,-0.636,0.228,-0.034,0.043,-0.235,0.165,-1.518,-0.317,1.121,-1.525,-1.219,1.063,0.044,-1.341,0.716,0.233,-0.102,0.148,-0.45,-0.397,0.554,-0.34,-0.336,-0.413,82.29,0
190.0,-0.914,0.162,0.541,-1.932,0.235,-0.209,0.771,-0.407,-1.375,0.311,-1.716,-0.154,1.923,-0.484,0.195,-0.826,-0.903,1.214,-0.74,-0.592,-0.383,-0.547,-0.32,-0.928,-0.08,0.909,-0.287,0.14,99.95,0
190.0,0.076,1.027,0.835,1.209,0.108,0.466,-0.331,-1.62,-0.437,0.061,-0.431,0.537,0.943,0.319,1.597,-0.328,0.017,-0.408,0.243,-0.259,1.491,-0.532,-0.18,-0.423,0.775,-0.172,0.265,0.23,20.0,0
190.0,0.804,-0.572,1.048,1.168,-0.702,1.0,-0.693,0.484,0.577,-0.097,1.366,0.946,-0.534,0.128,0.499,-0.113,-0.06,-0.114,-0.902,0.029,0.301,0.778,-0.145,-0.277,0.272,-0.227,0.072,0.039,127.75,0
190.0,-0.549,0.677,2.152,1.015,-0.62,0.076,0.042,0.343,0.125,-0.048,0.738,0.197,-1.35,0.096,-0.392,-0.286,-0.041,0.837,0.777,0.105,0.212,0.85,-0.186,0.545,-0.131,-0.196,0.422,0.203,20.7,0
192.0,-0.351,1.184,0.531,0.544,0.798,-0.804,1.563,-0.936,0.634,2.304,1.399,-0.319,-1.411,-0.155,0.278,-0.706,-0.78,0.354,0.619,0.596,-0.122,0.668,-0.057,0.301,-0.731,-0.539,-0.037,-0.48,1.79,0
193.0,-0.923,0.842,2.078,1.373,0.667,0.779,0.609,0.402,-1.088,-0.097,0.45,0.397,-0.542,0.015,-1.672,0.455,-0.567,-0.385,-1.088,-0.106,-0.127,-0.458,-0.067,-0.351,0.039,-0.291,0.059,0.09,37.2,0
194.0,-1.132,1.016,0.736,1.167,0.79,-1.187,0.736,-0.328,-0.556,-0.455,0.023,-0.186,0.395,-1.309,1.22,0.116,0.863,0.65,0.318,-0.266,0.01,0.316,0.054,0.294,0.004,-0.314,-0.1,0.123,1.0,0
194.0,-0.773,-0.191,2.405,-1.8,-0.397,0.199,0.258,-0.342,-0.07,1.181,1.465,-0.105,-0.233,-1.397,-1.217,0.568,0.037,-1.273,-0.09,0.436,0.235,1.448,-0.321,0.271,-0.068,-0.267,-0.127,-0.392,32.77,0
194.0,-0.931,0.826,0.168,-0.077,2.966,4.1,-0.147,-1.111,-0.023,0.395,-0.475,-0.181,-0.347,-0.253,0.066,-0.636,-0.326,0.141,1.207,-0.182,1.317,-0.701,-0.218,0.996,0.293,-0.318,-0.221,-0.301,5.99,0
196.0,-0.278,0.866,-0.301,-1.117,2.542,3.271,0.117,0.935,-0.504,-0.445,-0.01,-0.333,-0.08,-0.259,1.098,0.715,-0.483,0.324,0.283,0.221,-0.321,-1.006,-0.055,0.936,-0.008,0.088,0.248,0.091,0.89,0
196.0,1.199,-0.42,0.015,-0.271,-0.471,-0.385,-0.084,-0.078,-1.538,0.846,1.513,0.859,0.411,0.53,0.147,-1.574,0.024,0.499,-0.74,-0.402,-0.63,-1.504,0.194,-0.017,0.058,0.145,-0.035,0.011,63.9,0
199.0,-0.924,0.569,1.244,-0.597,1.085,-0.377,0.568,-0.009,-0.247,-0.201,1.325,0.358,-0.379,-0.402,0.075,0.558,-0.462,-0.047,-0.728,-0.018,-0.216,-0.433,-0.084,-0.364,-0.6,-0.114,0.102,-0.033,6.45,0
199.0,1.029,-0.516,1.292,0.365,-1.278,-0.196,-0.61,0.112,1.075,-0.538,-0.0,1.135,0.425,-0.593,-0.145,-0.588,0.587,-1.32,-0.114,0.016,-0.133,-0.181,0.122,0.698,-0.008,0.932,-0.023,0.027,61.18,0
199.0,1.188,-0.141,0.563,0.766,0.151,1.597,-0.742,0.459,0.669,-0.09,-0.329,0.956,0.741,-0.34,-0.2,0.462,-0.878,0.486,0.368,-0.065,-0.091,-0.023,-0.207,-1.686,0.56,-0.292,0.086,0.008,9.99,0
200.0,-0.305,-0.521,1.341,-0.256,-1.121,0.918,0.174,0.359,1.208,-1.115,0.793,0.947,-0.638,-0.051,0.548,-1.547,0.733,0.492,2.642,0.49,0.124,0.406,0.418,-0.306,-0.488,-0.56,0.171,0.107,196.7,0
200.0,-1.269,-1.027,2.261,-0.504,0.693,1.238,0.056,0.092,-0.677,0.33,0.426,0.485,0.796,-0.911,0.715,-2.745,0.679,-0.7,-3.464,-0.528,-0.132,0.697,0.289,-0.644,0.027,-0.33,-0.292,-0.382,79.0,0
204.0,0.861,-0.247,0.754,1.185,-0.486,0.241,-0.198,0.136,-0.139,0.07,1.631,1.423,0.929,0.19,0.689,0.336,-0.634,0.158,-0.741,0.177,0.285,0.612,-0.176,0.048,0.379,-0.305,0.038,0.044,137.3,0
204.0,-0.938,0.105,1.31,-0.868,0.451,-1.438,0.651,0.028,-0.589,-0.556,1.156,-0.218,-2.049,0.897,-0.277,0.463,-0.501,-0.221,0.012,0.004,-0.237,-1.151,0.262,0.475,-0.517,0.427,-0.058,0.108,39.94,0
204.0,-0.188,0.878,-0.735,-0.913,1.942,4.037,-1.707,-2.538,-0.59,-0.763,-0.154,0.253,-0.28,0.884,1.084,0.827,-0.725,-0.001,-0.001,0.543,-0.824,-1.042,0.168,0.964,0.888,0.171,0.012,0.165,1.98,0
205.0,1.182,0.059,0.311,0.829,0.341,1.113,-0.293,0.287,0.268,-0.088,0.151,1.316,0.93,-0.138,-0.522,0.095,-0.626,-0.174,0.488,-0.061,-0.338,-0.777,-0.056,-1.357,0.476,-0.547,0.063,0.008,12.99,0
206.0,-1.5,1.06,0.497,1.006,-0.673,-0.49,1.102,-0.085,-0.599,-0.073,-0.528,0.193,0.572,0.369,1.038,-0.145,-0.131,0.056,0.507,-0.635,0.083,0.61,0.258,0.427,-0.146,-0.349,-0.215,-0.028,153.91,0
206.0,-1.427,-0.528,2.46,-2.807,-0.457,-1.366,0.516,-0.133,1.654,-1.862,-0.375,0.348,-0.476,-0.591,0.227,-0.054,-0.643,0.108,-0.995,0.333,0.176,0.576,-0.112,0.753,0.675,-0.162,0.058,-0.086,101.0,0
206.0,-0.371,0.6,0.217,-0.513,2.697,3.883,0.296,0.85,-0.297,0.192,-0.925,-0.369,-0.378,-0.494,-1.481,0.684,-1.048,-0.257,-0.86,0.114,-0.148,-0.176,-0.121,1.042,-0.392,0.675,0.164,-0.005,10.27,0
209.0,-5.852,5.267,-1.762,-1.441,-0.989,-0.672,0.076,0.774,3.58,6.511,1.276,0.837,0.377,-1.615,0.535,0.417,-0.542,0.228,-0.244,2.983,-0.911,-1.205,0.216,-0.498,1.126,0.201,2.469,1.573,8.97,0
209.0,-0.743,0.563,1.207,0.912,1.054,0.575,0.216,0.254,-0.435,-0.048,0.253,0.432,-0.43,0.21,-0.529,-0.655,-0.011,0.075,1.09,-0.119,-0.007,0.166,-0.37,-0.793,-0.015,-0.251,0.086,0.089,1.19,0
209.0,1.229,0.092,-0.268,0.749,0.449,0.454,-0.013,0.099,-0.069,0.222,-0.324,0.017,-0.3,0.542,0.476,0.948,-1.336,0.963,0.505,-0.027,-0.099,-0.41,-0.272,-1.42,0.702,-0.336,0.003,0.004,45.0,0
209.0,-0.572,0.375,0.924,-0.954,0.754,0.139,1.451,-0.552,-0.126,0.068,0.351,0.225,0.448,-0.362,-0.297,0.829,-1.647,0.56,-0.203,-0.128,-0.03,0.335,-0.192,-0.79,0.11,0.31,-0.505,-0.498,95.56,0
209.0,-0.429,0.699,1.589,1.297,0.119,0.214,0.387,0.277,-0.483,-0.091,1.011,0.189,-1.619,0.533,-0.354,-1.013,0.534,-0.073,0.978,-0.055,0.073,0.325,-0.102,0.214,-0.251,-0.267,0.169,0.134,13.99,0
210.0,1.294,0.338,-0.043,0.502,0.072,-0.583,0.124,-0.187,0.002,-0.303,-0.718,0.265,0.949,-0.449,1.093,0.697,-0.342,-0.094,0.11,0.005,-0.329,-0.942,0.008,-0.492,0.343,0.144,-0.022,0.025,12.99,0
211.0,0.264,-1.813,-0.311,0.413,-0.795,0.196,0.417,-0.063,0.345,-0.364,0.38,0.911,0.133,0.119,-0.675,0.338,-0.451,-0.001,0.858,1.011,0.003,-1.042,-0.481,-0.415,0.112,0.82,-0.169,0.078,526.96,0
211.0,-0.248,-0.283,1.653,-1.015,-0.68,0.886,-0.538,0.378,-1.231,0.523,0.605,-0.924,-0.363,-0.142,1.12,1.19,0.176,-0.107,1.599,0.374,0.546,1.401,-0.134,-0.811,-0.349,0.093,0.166,0.13,70.0,0
213.0,-0.263,0.959,0.286,0.604,3.229,3.8,0.715,0.429,-1.155,0.873,-0.341,-0.793,-0.16,-0.057,0.43,0.611,-1.3,0.28,-0.447,0.14,-0.015,0.059,-0.292,0.993,-0.129,-0.111,-0.34,-0.31,4.38,0
215.0,1.088,-0.144,1.374,1.287,-1.101,-0.017,-0.706,0.267,0.735,-0.012,0.959,0.826,-0.864,0.005,-0.452,0.251,-0.379,0.462,0.005,-0.173,-0.004,0.112,0.014,0.512,0.33,-0.437,0.063,0.029,12.99,0
217.0,-2.421,-1.37,2.261,2.011,1.879,-1.276,-1.251,0.213,0.143,0.001,-0.505,-0.032,-0.977,0.028,0.462,-1.194,0.863,-0.607,0.801,-0.412,-0.09,0.158,-0.625,0.487,0.271,-0.093,0.33,-0.056,24.0,0
218.0,-0.392,1.106,0.788,0.511,0.833,0.152,0.588,0.313,-0.773,-0.869,1.881,0.063,-1.071,-0.702,0.742,0.046,1.017,0.306,-0.865,-0.156,0.122,0.365,-0.214,-0.422,0.045,-0.323,0.081,0.038,1.0,0
218.0,-1.046,0.486,1.569,0.161,0.862,0.523,0.766,0.093,-0.037,-0.185,1.063,0.376,-1.423,0.075,-1.04,-0.709,-0.034,-0.759,-0.962,-0.377,0.013,0.36,-0.076,-0.318,-0.073,-0.533,-0.241,-0.125,17.56,0
218.0,1.202,-0.034,0.697,0.957,-0.006,1.095,-0.575,0.243,0.788,-0.283,-1.6,0.792,1.548,-0.671,0.391,0.133,-0.551,-0.213,-0.053,-0.031,-0.11,-0.012,-0.167,-1.295,0.571,-0.297,0.095,0.024,12.99,0
220.0,-0.592,0.786,2.807,2.935,-0.357,1.128,-0.225,0.515,-0.758,0.523,0.104,-0.253,-1.288,-0.076,-0.644,-0.059,0.172,0.695,1.666,0.135,-0.105,-0.217,-0.191,-0.033,-0.001,0.2,0.11,0.084,18.96,0
220.0,1.219,0.054,-0.18,0.681,0.522,0.893,-0.201,0.333,0.1,0.194,-0.234,-0.442,-1.489,0.803,0.867,0.789,-0.996,0.394,0.292,-0.179,-0.365,-1.199,-0.025,-1.825,0.335,-0.589,0.02,0.001,22.58,0
